	method	hs	complet_score	v_score	adj_rand_index	adj_mutual_info	fm_score	calinski_harabaz_score	cosine_silhouette_score	euclidean_silhouette_score	tpr	fpr	fdr	acc	tn	fp	fn	tp	cells_count	genes_count	fc	replication	cells	genes	len_mod_and_var_genes	modification_method	clustering_method	randomize_cells_labels	matching_genes	other_params	pca_components	knn_neighbours	knn_radius	knn_algorithm	knn_leaf_size	knn_distance_metric	knn_p	kmeans_clusters	scale_kmeans	tsne_components	tsne_perplexity	corr_method	hvg_cut_off	input_data_dim	input_fname	bin_start	bin_end	protocol	meanTopExpressedGenes	nTopGenes	post_mod_genes	genes_in_all_cells	spike_ins_pattern	normalization_method	nTopVarRemovedGenes
0	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	6.28305190760945	0.267417311668396	0.18551304936408997	0.8	0.2	0.2	0.8	8	2	2	8	10	5	5.0	rep1	"['SmartSeq2A_D8' 'SmartSeq2A_H8' 'SmartSeq2A_H6' 'SmartSeq2A_F7'
 'SmartSeq2A_D4' 'SmartSeq2A_G8' 'SmartSeq2A_A8' 'SmartSeq2A_E9'
 'SmartSeq2A_B2' 'SmartSeq2A_F1']"	['ENSMUSG00000037017', 'ENSMUSG00000025878', 'ENSMUSG00000029345', 'ENSMUSG00000041961', 'ENSMUSG00000047866', 'ENSMUSG00000004661']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000024646', 'ENSMUSG00000022797', 'ENSMUSG00000071646', 'ENSMUSG00000007850', 'ENSMUSG00000030082', 'ENSMUSG00000027282']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.11870910076930663	0.11870910076930663	0.11870910076930663	0.1133333333333334	0.08289283979709973	0.5333333333333332	3.1547682671111303	0.06196111440658569	0.07931859791278839	0.7	0.3	0.3	0.7	7	3	3	7	10	5	5.0	rep2	"['SmartSeq2A_F2' 'SmartSeq2A_H12' 'SmartSeq2A_D5' 'SmartSeq2A_D8'
 'SmartSeq2A_F9' 'SmartSeq2A_E10' 'SmartSeq2A_B12' 'SmartSeq2A_E7'
 'SmartSeq2A_A6' 'SmartSeq2A_E2']"	['ENSMUSG00000004567', 'ENSMUSG00000020115', 'ENSMUSG00000031577', 'ENSMUSG00000020801', 'ENSMUSG00000034254', 'ENSMUSG00000021036']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000026526', 'ENSMUSG00000030245', 'ENSMUSG00000001305', 'ENSMUSG00000020358', 'ENSMUSG00000026083', 'ENSMUSG00000030751']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.11870910076930663	0.11870910076930663	0.11870910076930663	0.1133333333333334	0.08289283979709973	0.5333333333333332	2.601183198787816	0.08200789988040924	0.09868327528238297	0.7	0.3	0.3	0.7	7	3	3	7	10	10	3.0	rep1	"['SmartSeq2A_E5' 'SmartSeq2A_F2' 'SmartSeq2A_A8' 'SmartSeq2A_F8'
 'SmartSeq2A_D1' 'SmartSeq2A_B9' 'SmartSeq2A_C1' 'SmartSeq2A_F6'
 'SmartSeq2A_H8' 'SmartSeq2A_B4']"	['ENSMUSG00000039048', 'ENSMUSG00000047554', 'ENSMUSG00000027287', 'ENSMUSG00000020792', 'ENSMUSG00000040548', 'ENSMUSG00000040482', 'ENSMUSG00000042364', 'ENSMUSG00000042303', 'ENSMUSG00000055044', 'ENSMUSG00000073705', 'ENSMUSG00000022151']	4	multiplicative_modification_space	knn	False	['ENSMUSG00000057322', 'ENSMUSG00000034781', 'ENSMUSG00000024767', 'ENSMUSG00000028452', 'ENSMUSG00000019487', 'ENSMUSG00000028180', 'ENSMUSG00000020173', 'ENSMUSG00000050856', 'ENSMUSG00000036180', 'ENSMUSG00000031585', 'ENSMUSG00000039771']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.0666537071451271	0.06713882179118363	0.06689538498623777	0.039977790116601825	0.028771141411984277	0.49724515809884695	0.2967466118159848	0.03525277599692345	-0.008791047148406506	0.7	0.4	0.36	0.65	6	4	3	7	10	10	3.0	rep2	"['SmartSeq2A_B5' 'SmartSeq2A_C8' 'SmartSeq2A_G3' 'SmartSeq2A_D2'
 'SmartSeq2A_F2' 'SmartSeq2A_E7' 'SmartSeq2A_E8' 'SmartSeq2A_B6'
 'SmartSeq2A_F4' 'SmartSeq2A_H2']"	['ENSMUSG00000026683', 'ENSMUSG00000032381', 'ENSMUSG00000033565', 'ENSMUSG00000020492', 'ENSMUSG00000020280', 'ENSMUSG00000031483', 'ENSMUSG00000024078', 'ENSMUSG00000038696', 'ENSMUSG00000055044', 'ENSMUSG00000026277', 'ENSMUSG00000002343']	4	multiplicative_modification_space	knn	False	['ENSMUSG00000028334', 'ENSMUSG00000038644', 'ENSMUSG00000028937', 'ENSMUSG00000027397', 'ENSMUSG00000024902', 'ENSMUSG00000022678', 'ENSMUSG00000037152', 'ENSMUSG00000048756', 'ENSMUSG00000063884', 'ENSMUSG00000027881', 'ENSMUSG00000069744']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.11870910076930663	0.11870910076930663	0.11870910076930663	0.1133333333333334	0.08289283979709973	0.5333333333333332	2.4737990617123966	0.04640655592083931	0.07147582620382309	0.7	0.3	0.3	0.7	7	3	3	7	10	10	5.0	rep1	"['SmartSeq2A_H4' 'SmartSeq2A_C9' 'SmartSeq2A_H6' 'SmartSeq2A_A6'
 'SmartSeq2A_G1' 'SmartSeq2A_E9' 'SmartSeq2A_C3' 'SmartSeq2A_C8'
 'SmartSeq2A_B3' 'SmartSeq2A_H5']"	['ENSMUSG00000017837', 'ENSMUSG00000017969', 'ENSMUSG00000025026', 'ENSMUSG00000022517', 'ENSMUSG00000002343', 'ENSMUSG00000015971', 'ENSMUSG00000026634', 'ENSMUSG00000009741', 'ENSMUSG00000049916', 'ENSMUSG00000037278', 'ENSMUSG00000013663']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000071172', 'ENSMUSG00000042305', 'ENSMUSG00000010406', 'ENSMUSG00000004610', 'ENSMUSG00000063511', 'ENSMUSG00000045799', 'ENSMUSG00000025823', 'ENSMUSG00000009535', 'ENSMUSG00000012535', 'ENSMUSG00000022285', 'ENSMUSG00000020585']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	3.663934255501259	0.2610141932964325	0.17502756416797638	1.0	0.3	0.23	0.85	7	3	0	10	10	10	5.0	rep2	"['SmartSeq2A_F5' 'SmartSeq2A_B2' 'SmartSeq2A_F3' 'SmartSeq2A_E11'
 'SmartSeq2A_H6' 'SmartSeq2A_H8' 'SmartSeq2A_D1' 'SmartSeq2A_G4'
 'SmartSeq2A_F1' 'SmartSeq2A_C9']"	['ENSMUSG00000096255', 'ENSMUSG00000016409', 'ENSMUSG00000002847', 'ENSMUSG00000019797', 'ENSMUSG00000019808', 'ENSMUSG00000070003', 'ENSMUSG00000053536', 'ENSMUSG00000031629', 'ENSMUSG00000033701', 'ENSMUSG00000037278', 'ENSMUSG00000069520']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000033020', 'ENSMUSG00000006740', 'ENSMUSG00000036550', 'ENSMUSG00000061477', 'ENSMUSG00000029328', 'ENSMUSG00000004099', 'ENSMUSG00000006699', 'ENSMUSG00000050017', 'ENSMUSG00000035297', 'ENSMUSG00000027715', 'ENSMUSG00000030536']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.07310400793180957	0.07826411310300306	0.07559610710556589	0.04422332780541742	0.03604006028805878	0.519107409700378	15.691373551580979	0.4358080327510834	0.3742102086544037	0.5	0.2	0.29	0.65	8	2	5	5	10	20	3.0	rep1	"['SmartSeq2A_B12' 'SmartSeq2A_E12' 'SmartSeq2A_F1' 'SmartSeq2A_A7'
 'SmartSeq2A_C9' 'SmartSeq2A_B1' 'SmartSeq2A_G4' 'SmartSeq2A_C11'
 'SmartSeq2A_A3' 'SmartSeq2A_C7']"	['ENSMUSG00000019659', 'ENSMUSG00000025340', 'ENSMUSG00000024889', 'ENSMUSG00000051378', 'ENSMUSG00000038039', 'ENSMUSG00000028309', 'ENSMUSG00000015790', 'ENSMUSG00000044201', 'ENSMUSG00000053754', 'ENSMUSG00000033216', 'ENSMUSG00000022571', 'ENSMUSG00000026213', 'ENSMUSG00000028378', 'ENSMUSG00000042043', 'ENSMUSG00000048874', 'ENSMUSG00000032185', 'ENSMUSG00000014748', 'ENSMUSG00000031483', 'ENSMUSG00000003131', 'ENSMUSG00000041779', 'ENSMUSG00000000838']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000022427', 'ENSMUSG00000003849', 'ENSMUSG00000061315', 'ENSMUSG00000020918', 'ENSMUSG00000038722', 'ENSMUSG00000022789', 'ENSMUSG00000021645', 'ENSMUSG00000031158', 'ENSMUSG00000031839', 'ENSMUSG00000015733', 'ENSMUSG00000001552', 'ENSMUSG00000019710', 'ENSMUSG00000024474', 'ENSMUSG00000037361', 'ENSMUSG00000039220', 'ENSMUSG00000058006', 'ENSMUSG00000054309', 'ENSMUSG00000041278', 'ENSMUSG00000019818', 'ENSMUSG00000005470', 'ENSMUSG00000035455']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.19116495692878027	0.19255628119851664	0.191858096681472	0.20877290394225426	0.15883950662314078	0.5856442973164198	16.79363373741927	0.47565871477127075	0.3342602849006653	0.8	0.3	0.27	0.75	7	3	2	8	10	20	3.0	rep2	"['SmartSeq2A_E6' 'SmartSeq2A_D9' 'SmartSeq2A_F9' 'SmartSeq2A_F6'
 'SmartSeq2A_A1' 'SmartSeq2A_H12' 'SmartSeq2A_G2' 'SmartSeq2A_G5'
 'SmartSeq2A_E4' 'SmartSeq2A_B1']"	['ENSMUSG00000021497', 'ENSMUSG00000050213', 'ENSMUSG00000045594', 'ENSMUSG00000024999', 'ENSMUSG00000055991', 'ENSMUSG00000018196', 'ENSMUSG00000078619', 'ENSMUSG00000039849', 'ENSMUSG00000019951', 'ENSMUSG00000021102', 'ENSMUSG00000031446', 'ENSMUSG00000029480', 'ENSMUSG00000014767', 'ENSMUSG00000025217', 'ENSMUSG00000025373', 'ENSMUSG00000028194', 'ENSMUSG00000041974', 'ENSMUSG00000015341', 'ENSMUSG00000044339', 'ENSMUSG00000001034', 'ENSMUSG00000060450']	12	multiplicative_modification_space	knn	False	['ENSMUSG00000024208', 'ENSMUSG00000038806', 'ENSMUSG00000015804', 'ENSMUSG00000017561', 'ENSMUSG00000034403', 'ENSMUSG00000042719', 'ENSMUSG00000036299', 'ENSMUSG00000057130', 'ENSMUSG00000019773', 'ENSMUSG00000048578', 'ENSMUSG00000029621', 'ENSMUSG00000027510', 'ENSMUSG00000020496', 'ENSMUSG00000055612', 'ENSMUSG00000032412', 'ENSMUSG00000015697', 'ENSMUSG00000027984', 'ENSMUSG00000029034', 'ENSMUSG00000017286', 'ENSMUSG00000024997', 'ENSMUSG00000006373']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	0.47603903829630784	0.007451038807630539	0.04059816524386406	0.7	0.0	0.0	0.85	10	0	3	7	10	20	5.0	rep1	"['SmartSeq2A_A3' 'SmartSeq2A_C9' 'SmartSeq2A_F6' 'SmartSeq2A_B9'
 'SmartSeq2A_F9' 'SmartSeq2A_C2' 'SmartSeq2A_H4' 'SmartSeq2A_B2'
 'SmartSeq2A_G5' 'SmartSeq2A_D3']"	['ENSMUSG00000033837', 'ENSMUSG00000046364', 'ENSMUSG00000059981', 'ENSMUSG00000045752', 'ENSMUSG00000060180', 'ENSMUSG00000029131', 'ENSMUSG00000027635', 'ENSMUSG00000021028', 'ENSMUSG00000019782', 'ENSMUSG00000024827', 'ENSMUSG00000020521', 'ENSMUSG00000042303', 'ENSMUSG00000070003', 'ENSMUSG00000030291', 'ENSMUSG00000022228', 'ENSMUSG00000019948', 'ENSMUSG00000017756', 'ENSMUSG00000047719', 'ENSMUSG00000020964', 'ENSMUSG00000063406', 'ENSMUSG00000020397']	19	multiplicative_modification_space	knn	False	['ENSMUSG00000031422', 'ENSMUSG00000006699', 'ENSMUSG00000026127', 'ENSMUSG00000004929', 'ENSMUSG00000026457', 'ENSMUSG00000001472', 'ENSMUSG00000055491', 'ENSMUSG00000028330', 'ENSMUSG00000055839', 'ENSMUSG00000009927', 'ENSMUSG00000027804', 'ENSMUSG00000048930', 'ENSMUSG00000021326', 'ENSMUSG00000006304', 'ENSMUSG00000007850', 'ENSMUSG00000026456', 'ENSMUSG00000023104', 'ENSMUSG00000022111', 'ENSMUSG00000024646', 'ENSMUSG00000018848', 'ENSMUSG00000022557']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.6099865470109881	0.6282364421987763	0.6189770040174567	0.6208425720620843	0.6031498591946405	0.804537956765912	12.773223545612897	0.42840462923049927	0.3531680107116699	1.0	0.2	0.17	0.9	8	2	0	10	10	20	5.0	rep2	"['SmartSeq2A_B1' 'SmartSeq2A_B4' 'SmartSeq2A_G3' 'SmartSeq2A_F5'
 'SmartSeq2A_B3' 'SmartSeq2A_B7' 'SmartSeq2A_G4' 'SmartSeq2A_D7'
 'SmartSeq2A_C6' 'SmartSeq2A_E2']"	['ENSMUSG00000021745', 'ENSMUSG00000028412', 'ENSMUSG00000059439', 'ENSMUSG00000031352', 'ENSMUSG00000063018', 'ENSMUSG00000029761', 'ENSMUSG00000020185', 'ENSMUSG00000047777', 'ENSMUSG00000024914', 'ENSMUSG00000015478', 'ENSMUSG00000031903', 'ENSMUSG00000051510', 'ENSMUSG00000020903', 'ENSMUSG00000051671', 'ENSMUSG00000063838', 'ENSMUSG00000021629', 'ENSMUSG00000047098', 'ENSMUSG00000075595', 'ENSMUSG00000055334', 'ENSMUSG00000021338', 'ENSMUSG00000029128']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000020803', 'ENSMUSG00000022450', 'ENSMUSG00000045799', 'ENSMUSG00000037204', 'ENSMUSG00000049091', 'ENSMUSG00000027133', 'ENSMUSG00000028633', 'ENSMUSG00000020186', 'ENSMUSG00000079562', 'ENSMUSG00000040667', 'ENSMUSG00000020430', 'ENSMUSG00000029249', 'ENSMUSG00000003402', 'ENSMUSG00000037710', 'ENSMUSG00000000399', 'ENSMUSG00000017843', 'ENSMUSG00000033938', 'ENSMUSG00000027455', 'ENSMUSG00000089911', 'ENSMUSG00000052962', 'ENSMUSG00000004069']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.11870910076930663	0.11870910076930663	0.11870910076930663	0.1133333333333334	0.08289283979709973	0.5333333333333332	1.5501525042009834	0.1399751603603363	0.05714269354939461	0.7	0.3	0.3	0.7	7	3	3	7	10	5	3.0	rep1	"['SmartSeq2A_F10' 'SmartSeq2A_B2' 'SmartSeq2A_G9' 'SmartSeq2A_D11'
 'SmartSeq2A_H5' 'SmartSeq2A_E11' 'SmartSeq2A_C6' 'SmartSeq2A_B7'
 'SmartSeq2A_H12' 'SmartSeq2A_C11']"	['ENSMUSG00000024642', 'ENSMUSG00000037730', 'ENSMUSG00000019794', 'ENSMUSG00000028252', 'ENSMUSG00000042810', 'ENSMUSG00000026171']	2	multiplicative_modification_space	knn	False	['ENSMUSG00000017843', 'ENSMUSG00000062169', 'ENSMUSG00000027828', 'ENSMUSG00000020585', 'ENSMUSG00000041936', 'ENSMUSG00000025351']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	2.331205438517007	0.1931646764278412	0.10671447217464447	0.8	0.2	0.2	0.8	8	2	2	8	10	5	3.0	rep2	"['SmartSeq2A_C7' 'SmartSeq2A_B4' 'SmartSeq2A_D10' 'SmartSeq2A_A8'
 'SmartSeq2A_F6' 'SmartSeq2A_C10' 'SmartSeq2A_H2' 'SmartSeq2A_B3'
 'SmartSeq2A_E6' 'SmartSeq2A_A3']"	['ENSMUSG00000015461', 'ENSMUSG00000025421', 'ENSMUSG00000024875', 'ENSMUSG00000016918', 'ENSMUSG00000022100', 'ENSMUSG00000031023']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000022452', 'ENSMUSG00000022204', 'ENSMUSG00000028580', 'ENSMUSG00000008140', 'ENSMUSG00000001380', 'ENSMUSG00000071645']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	0.33403776585118683	-0.07704833894968033	0.016081150621175766	0.7	0.0	0.0	0.85	10	0	3	7	10	5	5.0	rep1	"['SmartSeq2A_D9' 'SmartSeq2A_C10' 'SmartSeq2A_G3' 'SmartSeq2A_E4'
 'SmartSeq2A_D7' 'SmartSeq2A_A1' 'SmartSeq2A_E12' 'SmartSeq2A_C3'
 'SmartSeq2A_D4' 'SmartSeq2A_C11']"	['ENSMUSG00000030291', 'ENSMUSG00000020964', 'ENSMUSG00000022544', 'ENSMUSG00000028261', 'ENSMUSG00000042029', 'ENSMUSG00000032883']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000035726', 'ENSMUSG00000029034', 'ENSMUSG00000004610', 'ENSMUSG00000057561', 'ENSMUSG00000009535', 'ENSMUSG00000032604']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	3.1718447705202397	0.27926725149154663	0.16217941045761108	1.0	0.3	0.23	0.85	7	3	0	10	10	5	5.0	rep2	"['SmartSeq2A_H8' 'SmartSeq2A_F8' 'SmartSeq2A_A4' 'SmartSeq2A_B8'
 'SmartSeq2A_E4' 'SmartSeq2A_H5' 'SmartSeq2A_H7' 'SmartSeq2A_C7'
 'SmartSeq2A_A7' 'SmartSeq2A_B7']"	['ENSMUSG00000032582', 'ENSMUSG00000031731', 'ENSMUSG00000028102', 'ENSMUSG00000030322', 'ENSMUSG00000028261', 'ENSMUSG00000042029']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000026790', 'ENSMUSG00000020114', 'ENSMUSG00000001383', 'ENSMUSG00000027469', 'ENSMUSG00000035754', 'ENSMUSG00000021500']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	2.6118061719575696	0.11016269028186798	0.07211916148662567	0.6	0.2	0.25	0.7	8	2	4	6	10	10	3.0	rep1	"['SmartSeq2A_D10' 'SmartSeq2A_E8' 'SmartSeq2A_C1' 'SmartSeq2A_B3'
 'SmartSeq2A_C3' 'SmartSeq2A_E7' 'SmartSeq2A_B9' 'SmartSeq2A_C10'
 'SmartSeq2A_A5' 'SmartSeq2A_E9']"	['ENSMUSG00000064372', 'ENSMUSG00000049401', 'ENSMUSG00000045103', 'ENSMUSG00000071337', 'ENSMUSG00000022151', 'ENSMUSG00000037366', 'ENSMUSG00000020561', 'ENSMUSG00000039318', 'ENSMUSG00000037062', 'ENSMUSG00000057572', 'ENSMUSG00000025525']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000022400', 'ENSMUSG00000097195', 'ENSMUSG00000045667', 'ENSMUSG00000019814', 'ENSMUSG00000001150', 'ENSMUSG00000005262', 'ENSMUSG00000061024', 'ENSMUSG00000024732', 'ENSMUSG00000024208', 'ENSMUSG00000007833', 'ENSMUSG00000038612']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	6.906010194404257	0.3488035798072815	0.24480891227722168	0.8	0.2	0.2	0.8	8	2	2	8	10	10	3.0	rep2	"['SmartSeq2A_G8' 'SmartSeq2A_A8' 'SmartSeq2A_E7' 'SmartSeq2A_H2'
 'SmartSeq2A_C11' 'SmartSeq2A_H10' 'SmartSeq2A_F3' 'SmartSeq2A_B5'
 'SmartSeq2A_F4' 'SmartSeq2A_D5']"	['ENSMUSG00000032815', 'ENSMUSG00000054302', 'ENSMUSG00000029535', 'ENSMUSG00000041164', 'ENSMUSG00000043192', 'ENSMUSG00000032803', 'ENSMUSG00000021102', 'ENSMUSG00000033222', 'ENSMUSG00000010453', 'ENSMUSG00000024999', 'ENSMUSG00000032316']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000037465', 'ENSMUSG00000033918', 'ENSMUSG00000064037', 'ENSMUSG00000052446', 'ENSMUSG00000061613', 'ENSMUSG00000010406', 'ENSMUSG00000008475', 'ENSMUSG00000057388', 'ENSMUSG00000004788', 'ENSMUSG00000034484', 'ENSMUSG00000022771']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.0666537071451271	0.06713882179118363	0.06689538498623777	0.039977790116601825	0.028771141411984287	0.49724515809884695	3.2231040620912514	0.23256540298461914	0.17150576412677765	0.6	0.3	0.33	0.65	7	3	4	6	10	10	5.0	rep1	"['SmartSeq2A_D7' 'SmartSeq2A_H10' 'SmartSeq2A_B11' 'SmartSeq2A_E7'
 'SmartSeq2A_G10' 'SmartSeq2A_B2' 'SmartSeq2A_D11' 'SmartSeq2A_C1'
 'SmartSeq2A_C6' 'SmartSeq2A_A1']"	['ENSMUSG00000061981', 'ENSMUSG00000070738', 'ENSMUSG00000021928', 'ENSMUSG00000027287', 'ENSMUSG00000030846', 'ENSMUSG00000069020', 'ENSMUSG00000024875', 'ENSMUSG00000031516', 'ENSMUSG00000036241', 'ENSMUSG00000000823', 'ENSMUSG00000000976']	10	multiplicative_modification_space	knn	False	['ENSMUSG00000063787', 'ENSMUSG00000024026', 'ENSMUSG00000034160', 'ENSMUSG00000001472', 'ENSMUSG00000030884', 'ENSMUSG00000052446', 'ENSMUSG00000051316', 'ENSMUSG00000021737', 'ENSMUSG00000002319', 'ENSMUSG00000029767', 'ENSMUSG00000027787']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.5310044064107186	0.5310044064107186	0.5310044064107186	0.62	0.5119441068099034	0.7999999999999999	8.782949051706964	0.15840120613574982	0.21352973580360413	0.9	0.1	0.1	0.9	9	1	1	9	10	10	5.0	rep2	"['SmartSeq2A_E9' 'SmartSeq2A_F2' 'SmartSeq2A_H10' 'SmartSeq2A_B3'
 'SmartSeq2A_H8' 'SmartSeq2A_C10' 'SmartSeq2A_B9' 'SmartSeq2A_G10'
 'SmartSeq2A_A5' 'SmartSeq2A_G1']"	['ENSMUSG00000014633', 'ENSMUSG00000005374', 'ENSMUSG00000015776', 'ENSMUSG00000027287', 'ENSMUSG00000062604', 'ENSMUSG00000028920', 'ENSMUSG00000022412', 'ENSMUSG00000061482', 'ENSMUSG00000032018', 'ENSMUSG00000029440', 'ENSMUSG00000028889']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000026427', 'ENSMUSG00000025142', 'ENSMUSG00000009927', 'ENSMUSG00000028044', 'ENSMUSG00000039001', 'ENSMUSG00000024007', 'ENSMUSG00000017716', 'ENSMUSG00000026516', 'ENSMUSG00000025937', 'ENSMUSG00000045799', 'ENSMUSG00000061477']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
